tran_name,id:ID,:LABEL
北京顺义区6kV变,gt0,GIS;TRAN
北京东城区10kV变压器,gt1,GIS;TRAN
江北区10kV变压器,gt2,GIS;TRAN
北京密云县10kV变压器,gt3,GIS;TRAN
北京平谷区6kV变,gt4,GIS;TRAN
北京丰台区10kV变压器,gt5,GIS;TRAN
垫江县6kV变,gt6,GIS;TRAN
大渡口区6kV变,gt7,GIS;TRAN
北京密云县10kV变压器,gt8,GIS;TRAN
巴南区10kV变压器,gt9,GIS;TRAN
北京海淀区10kV变,gt10,GIS;TRAN
北京西城区10kV变,gt11,GIS;TRAN
阳土家族苗族自治县10kV变压器,gt12,GIS;TRAN
北京顺义区10kV变,gt13,GIS;TRAN
武隆县6kV变,gt14,GIS;TRAN
南岸区10kV变,gt15,GIS;TRAN
长寿区6kV变压器,gt16,GIS;TRAN
北京崇文区6kV变,gt17,GIS;TRAN
渝北区6kV变,gt18,GIS;TRAN
南川区綦江县6kV变,gt19,GIS;TRAN
荣昌县6kV变,gt20,GIS;TRAN
北京延庆县10kV变,gt21,GIS;TRAN
大渡口区6kV变压器,gt22,GIS;TRAN
北京平谷区10kV变压器,gt23,GIS;TRAN
巫山县6kV变,gt24,GIS;TRAN
大足县10kV变,gt25,GIS;TRAN
合川区6kV变压器,gt26,GIS;TRAN
九龙坡区6kV变,gt27,GIS;TRAN
忠县10kV变压器,gt28,GIS;TRAN
荣昌县6kV变,gt29,GIS;TRAN
梁平县6kV变,gt30,GIS;TRAN
南川区綦江县10kV变压器,gt31,GIS;TRAN
璧山县6kV变压器,gt32,GIS;TRAN
大足县6kV变,gt33,GIS;TRAN
北京延庆县6kV变压器,gt34,GIS;TRAN
万盛区6kV变压器,gt35,GIS;TRAN
北京朝阳区6kV变,gt36,GIS;TRAN
北京密云县6kV变压器,gt37,GIS;TRAN
永川区6kV变压器,gt38,GIS;TRAN
城口县6kV变压器,gt39,GIS;TRAN
涪陵区10kV变压器,gt40,GIS;TRAN
垫江县10kV变压器,gt41,GIS;TRAN
忠县6kV变压器,gt42,GIS;TRAN
璧山县6kV变压器,gt43,GIS;TRAN
万盛区10kV变压器,gt44,GIS;TRAN
巫山县10kV变,gt45,GIS;TRAN
渝中区6kV变压器,gt46,GIS;TRAN
黔江区6kV变压器,gt47,GIS;TRAN
北京密云县10kV变压器,gt48,GIS;TRAN
沙坪坝区6kV变,gt49,GIS;TRAN
武隆县6kV变,gt50,GIS;TRAN
武隆县6kV变压器,gt51,GIS;TRAN
梁平县10kV变,gt52,GIS;TRAN
梁平县6kV变,gt53,GIS;TRAN
北碚区10kV变压器,gt54,GIS;TRAN
武隆县10kV变压器,gt55,GIS;TRAN
黔江区10kV变压器,gt56,GIS;TRAN
江津区6kV变,gt57,GIS;TRAN
北碚区6kV变压器,gt58,GIS;TRAN
巫山县6kV变,gt59,GIS;TRAN
北京延庆县6kV变,gt60,GIS;TRAN
北京朝阳区10kV变压器,gt61,GIS;TRAN
