line_name,id:ID,:LABEL
柱土家族自治县35kV①线,yl0,YX;LINE
渝北区6kVⅠ线,yl1,YX;LINE
北京东城区35kVⅢ线,yl2,YX;LINE
北京顺义区6kV①线,yl3,YX;LINE
北碚区6kVⅠ线,yl4,YX;LINE
黔江区35kV②线,yl5,YX;LINE
北京延庆县35kV③线,yl6,YX;LINE
柱土家族自治县35kVⅢ线,yl7,YX;LINE
垫江县6kV②线,yl8,YX;LINE
城口县6kVⅣ线,yl9,YX;LINE
巴南区10kVⅤ线,yl10,YX;LINE
柱土家族自治县10kV①线,yl11,YX;LINE
永川区10kV①线,yl12,YX;LINE
北京东城区35kV②线,yl13,YX;LINE
北京延庆县10kVⅣ线,yl14,YX;LINE
北京东城区10kVⅠ线,yl15,YX;LINE
梁平县6kVⅤ线,yl16,YX;LINE
大足县6kVⅠ线,yl17,YX;LINE
丰都县35kVⅣ线,yl18,YX;LINE
潼南县6kV③线,yl19,YX;LINE
万州区10kVⅠ线,yl20,YX;LINE
九龙坡区6kV②线,yl21,YX;LINE
北京房山区10kVⅢ线,yl22,YX;LINE
北京怀柔区35kVⅢ线,yl23,YX;LINE
北京海淀区35kVⅤ线,yl24,YX;LINE
涪陵区10kVⅣ线,yl25,YX;LINE
渝中区35kVⅣ线,yl26,YX;LINE
铜梁县35kVⅤ线,yl27,YX;LINE
垫江县10kVⅣ线,yl28,YX;LINE
铜梁县6kVⅣ线,yl29,YX;LINE
九龙坡区35kV②线,yl30,YX;LINE
渝北区6kVⅢ线,yl31,YX;LINE
万盛区6kVⅢ线,yl32,YX;LINE
北京崇文区10kVⅢ线,yl33,YX;LINE
北京延庆县6kV①线,yl34,YX;LINE
九龙坡区35kVⅤ线,yl35,YX;LINE
北京丰台区10kVⅠ线,yl36,YX;LINE
北碚区35kVⅠ线,yl37,YX;LINE
九龙坡区35kV①线,yl38,YX;LINE
万盛区6kVⅤ线,yl39,YX;LINE
江北区6kV①线,yl40,YX;LINE
渝中区10kVⅤ线,yl41,YX;LINE
长寿区6kV③线,yl42,YX;LINE
江北区35kVⅤ线,yl43,YX;LINE
江津区10kVⅡ线,yl44,YX;LINE
南岸区10kVⅣ线,yl45,YX;LINE
璧山县10kVⅣ线,yl46,YX;LINE
大足县10kVⅣ线,yl47,YX;LINE
北京丰台区35kVⅡ线,yl48,YX;LINE
柱土家族自治县6kVⅣ线,yl49,YX;LINE
垫江县6kVⅤ线,yl50,YX;LINE
北京怀柔区35kV②线,yl51,YX;LINE
涪陵区35kV③线,yl52,YX;LINE
渝中区6kVⅡ线,yl53,YX;LINE
江北区10kV①线,yl54,YX;LINE
北京海淀区6kVⅢ线,yl55,YX;LINE
涪陵区35kVⅢ线,yl56,YX;LINE
双桥区10kV③线,yl57,YX;LINE
巴南区6kVⅠ线,yl58,YX;LINE
北京通州区35kV③线,yl59,YX;LINE
山土家族苗族自治县35kVⅤ线,yl60,YX;LINE
山土家族苗族自治县10kVⅣ线,yl61,YX;LINE
阳土家族苗族自治县10kV②线,yl62,YX;LINE
阳土家族苗族自治县35kVⅢ线,yl63,YX;LINE
合川区35kVⅡ线,yl64,YX;LINE
南川区綦江县6kV③线,yl65,YX;LINE
九龙坡区35kVⅤ线,yl66,YX;LINE
北京门头沟区35kVⅢ线,yl67,YX;LINE
潼南县35kVⅠ线,yl68,YX;LINE
北京顺义区10kVⅣ线,yl69,YX;LINE
山土家族苗族自治县35kV③线,yl70,YX;LINE
城口县35kVⅤ线,yl71,YX;LINE
九龙坡区35kVⅣ线,yl72,YX;LINE
彭水苗族土家族自治县10kV②线,yl73,YX;LINE
北京丰台区10kV②线,yl74,YX;LINE
南岸区35kVⅡ线,yl75,YX;LINE
渝中区10kVⅠ线,yl76,YX;LINE
北京顺义区35kVⅢ线,yl77,YX;LINE
北京宣武区35kVⅠ线,yl78,YX;LINE
北京昌平区35kV②线,yl79,YX;LINE
北京东城区10kVⅡ线,yl80,YX;LINE
